,labels,comments
1194,ham,"Crap subject, crap statements, crap presenter. So bad. Those aren't her hands, she does nothing originl, just copies stuff from elsewhere and provides no useful insight. Sad."
1195,ham,Dislikes are from the fake dealers
1196,ham,"From the fake, it's obvious, the actual manufacturing cost of a Patek Philippe is around 500 euros, another 10% will be spent in advertisement and sales promotion. The rest is profit for the company. Almost 80% of the value of luxury watches is derived from perception and artificial exclusivity it creates, not from the real value a customer derives from it. Also, these items are perfect for people who want to invest or irrationally spent income generated from fraudulent activities."
1197,ham,I think that right one is fake
1198,ham,"who in their right mind is getting this close to you to see if your watch is fake or not! just wear it and enjoy. nobody has ever stopped me to look at my watch. If you like the way it looks, who gives a shit what it cost."
1199,ham,"We're 1:10 in and I'm basically guessing the one on the left is genuine, I think the grips on the crown look sharper, the SSteel brushing looks smoother too. Fingers crossed"
1200,ham,I need to figure out how to get production quality.
1201,ham,9:15 I can’t believe the winding and setting feels almost the same on the fake 🤔😳
1202,ham,Is there one to win on your channel ? I miss thé others games 🤣
1203,ham,"I think the one you hold in your right hand, there is something about the finnish that makes i catch the light in a wierd way."
1204,ham,"I missed a few words about the clasp.Thanks for the video Jenni, great work!"
1205,ham,The only difference I care is my own credence of knowing it is real. Vice versa.
1206,ham,are there long waiting lists for the perfect replica P P  s ! And do they sell for over retail !
1207,ham,"My $400 replica Seamaster keeps better time than my $6000 genuine one. The rep is less than +1.5 seconds per day, and the real one is closer to +4."
1208,ham,the reviewer is proud to share that the datewheel looks different. Hopefully she will learn soon that some people are modifying their replica with genuine datewheel 😂
1209,ham,I am guessing the left one from my view when watching the video.
1210,ham,the nautilus is so perfect
1211,ham,Authentic on the left - the one on the right just seems rougher. (Answered 1:11 in).
1212,ham,The engraving of real patek movements are also done by a machine not by hand.
1213,ham,Ouuhh comming from watchvice :D
1214,spam,New subscriber here! Your videos are amazing!
1215,ham,Left authentic right replica 👌🏿
1216,ham,"I'm not that interested in watches. I must admit I watch your videos mainly because you are so cute. The videos are great, though."
1217,ham,There is a clone 324 movement in production with correct location of balance wheel etc.
1218,ham,I'm going to fall in love with you and your accent soon ;-) good work Jenni . Great videos.
1219,ham,"Scary....
You would have to have a loope to tell most of these differences. Especially without a side by side piece."
1220,ham,Well explained .. Thanks
1221,ham,Do a side by side comparison of the Hublot Classic Fusion 42mm.  I believe that is truly a 1:1 replica.  My friend bought a replica thinking it was real only to find out it was fake a year later.
1222,ham,I think PP should include an electron microscope with every watch ( but ensure the EM is from an AD). Some guy in China is now working to improve his forgerery in 7 different areas. Thank you for bring this to us☘
1223,spam,Great video! Earned yourself a sub!
1224,ham,Not even the best replica of the nautilus that's available🤣
1225,ham,So someone got 59500 € to spend few extra hours on polishing the details of the real one. Thats not a bad salary per hour.
1226,ham,Could you do a one for the audemars piguet as well?
1227,ham,"well, now that you have told them the finer points I'm sure that they will make adjustments to make the replica even better.  lol..."
1228,ham,"Crown, its always the crown for amy replica for any brands"
1229,ham,Is this from Horology House? Good comparison.
1230,ham,you are particular gorgeous
1231,ham,You have to give the Chinese credit for producing this superb replica - just shows how much you get ripped off buying the original product.
1232,ham,left watch
1233,ham,Man this is the sort of video that could get you in trouble babe. Thierry Stern gonna come gunning for ya!
1234,ham,Thankfully I could spot the fake one . It woulda hurt me
1235,ham,Left one is real??
1236,ham,"Ich wusste doch, dass ich das Video schonmal gesehen habe... mir ist erst jetzt aufgefallen das Kai&Du die gleichen Videos im gleichen Studio dreht haha"
1237,ham,You gave me enough reasons not to buy the real one....first one the price
1238,ham,A beautiful lady who is passionate & knowledgeable about stunning watches. Have 'we' just discovered the perfect wife/girlfriend?
1239,ham,Thank you Jenni very accurate and precise video! Incredible fake tough this 5711
1240,ham,"Wouldn’t take too long before the machine can easily duplicate the same fit and finish of high end luxury watches. But worry not, then the luxury brands will market imperfections and sell the watch for a ridiculous margin."
