,0
1202,Is there one to win on your channel ? I miss thé others games 🤣
1203,"I think the one you hold in your right hand, there is something about the finnish that makes i catch the light in a wierd way."
1204,"I missed a few words about the clasp.Thanks for the video Jenni, great work!"
1205,The only difference I care is my own credence of knowing it is real. Vice versa.
1206,are there long waiting lists for the perfect replica P P  s ! And do they sell for over retail !
1207,"My $400 replica Seamaster keeps better time than my $6000 genuine one. The rep is less than +1.5 seconds per day, and the real one is closer to +4."
1208,the reviewer is proud to share that the datewheel looks different. Hopefully she will learn soon that some people are modifying their replica with genuine datewheel 😂
1209,I am guessing the left one from my view when watching the video.
1210,the nautilus is so perfect
1211,Authentic on the left - the one on the right just seems rougher. (Answered 1:11 in).
1212,The engraving of real patek movements are also done by a machine not by hand.
1213,Ouuhh comming from watchvice :D
1214,New subscriber here! Your videos are amazing!
1215,Left authentic right replica 👌🏿
1216,"I'm not that interested in watches. I must admit I watch your videos mainly because you are so cute. The videos are great, though."
1217,There is a clone 324 movement in production with correct location of balance wheel etc.
1218,I'm going to fall in love with you and your accent soon ;-) good work Jenni . Great videos.
1219,"Scary....
You would have to have a loope to tell most of these differences. Especially without a side by side piece."
1220,Well explained .. Thanks
1221,Do a side by side comparison of the Hublot Classic Fusion 42mm.  I believe that is truly a 1:1 replica.  My friend bought a replica thinking it was real only to find out it was fake a year later.
1222,I think PP should include an electron microscope with every watch ( but ensure the EM is from an AD). Some guy in China is now working to improve his forgerery in 7 different areas. Thank you for bring this to us☘
1223,Great video! Earned yourself a sub!
1224,Not even the best replica of the nautilus that's available🤣
1225,So someone got 59500 € to spend few extra hours on polishing the details of the real one. Thats not a bad salary per hour.
1226,Could you do a one for the audemars piguet as well?
1227,"well, now that you have told them the finer points I'm sure that they will make adjustments to make the replica even better.  lol..."
1228,"Crown, its always the crown for amy replica for any brands"
1229,Is this from Horology House? Good comparison.
1230,you are particular gorgeous
1231,You have to give the Chinese credit for producing this superb replica - just shows how much you get ripped off buying the original product.
1232,left watch
1233,Man this is the sort of video that could get you in trouble babe. Thierry Stern gonna come gunning for ya!
1234,Thankfully I could spot the fake one . It woulda hurt me
1235,Left one is real??
1236,"Ich wusste doch, dass ich das Video schonmal gesehen habe... mir ist erst jetzt aufgefallen das Kai&Du die gleichen Videos im gleichen Studio dreht haha"
1237,You gave me enough reasons not to buy the real one....first one the price
1238,A beautiful lady who is passionate & knowledgeable about stunning watches. Have 'we' just discovered the perfect wife/girlfriend?
1239,Thank you Jenni very accurate and precise video! Incredible fake tough this 5711
1240,"Wouldn’t take too long before the machine can easily duplicate the same fit and finish of high end luxury watches. But worry not, then the luxury brands will market imperfections and sell the watch for a ridiculous margin."
1241,Brilliant video Jenni but PLEASE stop the  music🎵 Your voice and the content are all that is needed but I find myself listening to the repeating music that drives me nuts. Maybe just me 😂
